"movie_name";"video_name";"video_id";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26"
"The Girl with the Dragon Tattoo";"THE GIRL WITH THE DRAGON TATTOO - Official Trailer - In Theaters 12/21";"DqQe3OrsMKI";2011;7.8;2.35;"Crime|Drama|Mystery|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"Mars Attacks!";"Mars Attacks! (1996) Official Trailer #1 - Jack Nicholson, Pierce Brosnan Sci-Fi Comedy";"DqtjHWlM4lQ";1996;6.3;2.35;"Action|Comedy|Sci-Fi";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Dictator";"The Dictator - Trailer #2 - Full English - Sacha Baron Cohen Movie (2012) HD";"DS2lURW4JSI";2012;6.4;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Midnight in Paris";"Midnight In Paris - Trailer";"dtiklALGz20";2011;7.7;1.85;"Comedy|Fantasy|Romance";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"I Am Legend";"I Am Legend (2007) Official Trailer #1 - Sci-Fi Thriller";"dtKMEAXyPkg";2007;7.2;2.35;"Drama|Horror|Sci-Fi";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
"Underworld: Rise of the Lycans";"Watch the Underworld: Rise Of The Lycans Trailer";"-dUgVLvYSe4";2009;6.6;2.35;"Action|Adventure|Fantasy|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"The Ugly Truth";"The Ugly Truth - trailer";"DvsZtGxsvV0";2009;6.5;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Machete";"Machete Kills Official Trailer #2 (2013) - Jessica Alba, Charlie Sheen Movie HD";"DwbG64YC-vQ";2010;6.7;1.85;"Action|Crime|Thriller";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Training Day";"Training Day (2001) Official Trailer - Denzel Washington, Ethan Hawke Movie HD";"DXPJqRtkDP0";2001;7.7;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Transformers";"Transformers: Age of Extinction Official Trailer #1 (2014) - Michael Bay Movie HD";"dYDGqmxMZFI";2007;7.1;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"District 9";"District 9 - trailer";"DyLUwOcR5pk";2009;8;1.85;"Action|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Flight";"Flight Official Trailer #1 (2012) - Denzel Washington Movie HD";"DzV8R_86LX8";2012;7.3;2.35;"Drama|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Grown Ups";"Official Grown Ups Trailer  - In Theaters 6/25";"e01NVCveGkg";2010;6;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Green Zone";"Green Zone - Theatrical Trailer";"e3KJ21TLKVE";2010;6.9;2.35;"Action|Drama|Thriller|War";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
"The Lost World: Jurassic Park";"The Lost World: Jurassic Park Official Trailer #1 - Jeff Goldblum Movie (1997) HD";"E6Xf65X0JB8";1997;6.5;1.85;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Hugo";"Hugo Pool Trailer 1997";"e8Dn186y6Fk";2011;7.5;1.85;"Adventure|Drama|Family|Mystery";0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
"Legally Blonde";"Legally Blonde Official Trailer #1 - Luke Wilson Movie (2001) HD";"E8I-Qzmbqnc";2001;6.2;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Hunger Games: Catching Fire";"The Hunger Games: Catching Fire Official Theatrical Trailer (2013) HD";"EAzGXqJSDJ8";2013;7.6;2.35;"Adventure|Sci-Fi|Thriller";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Dawn of the Planet of the Apes";"Dawn Of The Planet Of The Apes Official Trailer #1 (2014) - Gary Oldman Movie HD";"EcRIUU_QZiY";2014;7.6;1.85;"Action|Adventure|Drama|Sci-Fi";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"Planet of the Apes";"Dawn Of The Planet Of The Apes Official Trailer #1 (2014) - Gary Oldman Movie HD";"EcRIUU_QZiY";2001;5.7;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Pretty Woman";"Pretty Woman 25th Anniversary Cast Interview (2015) - Today Show Exclusive HD";"e-CSvNmLaqg";1990;6.9;1.85;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Final Destination 3";"Final Destination 3 (2006) Official Trailer #1 - Mary Elizabeth Winstead Horror Movie";"ectjqGg92M8";2006;5.8;2.35;"Horror";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Man on Fire";"Man on Fire | #TBT Trailer | 20th Century FOX";"eDDh50B6kA4";2004;7.7;2.35;"Action|Crime|Drama|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Mission: Impossible - Ghost Protocol";"Mission Impossible: Ghost Protocol Official Trailer #1 - Tom Cruise Movie (2011) HD";"EDGYVFZxsXQ";2011;7.4;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Wanted";"Wanted Official Trailer #1 - Morgan Freeman Movie (2008) HD";"edpEspHOeVU";2008;6.7;2.35;"Action|Crime|Fantasy|Thriller";1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"Public Enemies";"Public Enemies Official Trailer #1 - Johnny Depp Movie (2009) HD";"Ee92mDZu_PI";2009;7;2.35;"Biography|Crime|Drama|History|Romance";0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0
"Side Effects";"Side Effects Official Trailer #3 (2013) - Channing Tatum Movie HD";"EFEou3MBLi4";2013;7.1;1.85;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Bad Teacher";"BAD TEACHER - Official Restricted Trailer";"eh4iF7Ko7UE";2011;5.7;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Minions";"Minions Official Trailer #1 (2015) - Despicable Me Prequel HD";"eisKxhjBnZ0";2015;6.4;1.85;"Action|Animation|Comedy|Family|Sci-Fi";1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"The Martian";"The Martian | Official Trailer [HD] | 20th Century FOX";"ej3ioOneTy8";2015;8.1;2.35;"Adventure|Drama|Sci-Fi";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"The Hitchhiker's Guide to the Galaxy";"The Hitchhiker's Guide to the Galaxy (2005) Trailer # 1 - Martin Freeman HD";"eLdiWe_HJv4";2005;6.8;2.35;"Adventure|Comedy|Sci-Fi";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Pirates of the Caribbean: Dead Man's Chest";"Pirates of the Caribbean: Dead Man's Chest";"elqO-GNfStM";2006;7.3;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Blade Runner";"Blade Runner (1982) Official Trailer - Ridley Scott, Harrison Ford Movie";"eogpIG53Cis";1982;8.2;2.35;"Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"The Campaign";"The Campaign (2012) Election Promos - Will Ferrell, Zach Galifianakis Movie HD";"EpEolZnELtw";2012;6.2;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"From Hell";"From Hell (2001) Official Trailer # 1 - Johnny Depp HD";"EpOwhXPhPQ8";2001;6.8;2.35;"Horror|Mystery|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
"Tomorrow Never Dies";"Tomorrow Never Dies (1997) Official Trailer - Pierce Brosnan James Bond Movie HD";"eqrk7-mx2D0";1997;6.5;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Surrogates";"When the Bough Breaks Official Trailer #1 (2016) - Morris Chestnut, Regina Hall Movie HD";"ESvqjimH5wA";2009;6.3;2.35;"Action|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Die Hard with a Vengeance";"Die Hard 3: With A Vengeance Trailer 1995";"_-EX4X13hYc";1995;7.6;2.35;"Action|Adventure|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Let's Be Cops";"Let's Be Cops Official Trailer #1 (2014) - Jake Johnson, Damon Wayans Jr. Movie HD";"ExciLtpHp74";2014;6.5;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Dark Knight";"The Dark Knight (2008) Official Trailer #1 - Christopher Nolan Movie HD";"EXeTwQWrcwY";2008;9;2.35;"Action|Crime|Drama|Thriller";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Zero Dark Thirty";"ZERO DARK THIRTY - Official Trailer - In Theaters 12/19";"EYFhFYoDAo4";2012;7.4;1.85;"Drama|History|Thriller";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
"Resident Evil";"Resident Evil: The Final Chapter Official International Trailer 1 (2017) - Milla Jovovich Movie";"FA4p-Maeres";2002;6.7;1.85;"Action|Horror|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"Insidious: Chapter 2";"Insidious: Chapter 2 Official Trailer #1 (2013) - Patrick Wilson Movie HD";"fBbi4NeebAk";2013;6.6;2.35;"Fantasy|Horror|Thriller";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
"There Will Be Blood";"There Will Be Blood (2007) Official Trailer - Daniel Day-Lewis, Paul Dano Movie HD";"FeSLPELpMeM";2007;8.1;2.35;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Robin Hood: Prince of Thieves";"Robin Hood: Prince of Thieves (1991) Official Trailer #1 - Kevin Costner Action Adventure";"fhz5aB-u77Q";1991;6.9;1.85;"Action|Adventure|Drama|Romance";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Pitch Black";"Pitch Black Official Trailer #1 - Vin Diesel Movie (2000) HD";"fIeSV4i7bxQ";2000;7.1;2.35;"Horror|Sci-Fi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"Bridesmaids";"Bridesmaids - Trailer";"FNppLrmdyug";2011;6.8;2.35;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"Fifty Shades of Grey";"Fifty Shades of Grey Official Trailer #2 (2015) - Jamie Dornan, Dakota Johnson Movie HD";"Fns7oJeQmZ8";2015;4.1;2.35;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Transformers: Revenge of the Fallen";"Transformers: Revenge of the Fallen - Trailer";"fnXzKwUgDhg";2009;6;2.35;"Action|Adventure|Sci-Fi";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Blade";"Blade: Trinity (2004) Official Trailer - Wesley Snipes, Ryan Reynolds Movie HD";"fPcNbsW69Eg";1998;7.1;2.35;"Action|Horror";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Just Go with It";"JUST GO WITH IT - Trailer";"fpj7i2CPt8M";2011;6.4;1.85;"Comedy|Romance";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Bourne Identity";"The Bourne Identity Official Trailer #1 - Brian Cox Movie (2002) HD";"FpKaB5dvQ4g";2002;7.9;2.35;"Action|Mystery|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"Robin Hood";"Robin Hood (2010) Official Theatrical Trailer - Russell Crowe Movie HD";"fQ6zXDSgwIY";2010;6.7;2.35;"Action|Adventure|Drama|History";1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"Rush Hour 3";"Rush Hour 3 (2007) Official Trailer 2 - Jackie Chan, Chris Tucker Movie HD";"FRDRWXfQyJE";2007;6.2;2.35;"Action|Comedy|Crime|Thriller";1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Interview";"The Interview Official Trailer #2 (2014) - James Franco, Seth Rogen Comedy HD";"frsvWVEHowg";2014;6.6;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Underworld";"UNDERWORLD: BLOOD WARS - Official ""Legacy"" Trailer";"FtbM_W9iNjg";2003;7;2.35;"Action|Fantasy|Thriller";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"Unforgiven";"Unforgiven (1992) Official Trailer - Clint Eastwood, Morgan Freeman Movie H";"ftTX4FoBWlE";1992;8.3;2.35;"Drama|Western";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Ace Ventura: Pet Detective";"Ace Ventura: Pet Detective Jr. (2009) Official Trailer # 1 - Josh Flitter";"fU-aZ7NzZbI";1994;6.9;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"The Lego Movie";"The LEGO® Movie - Official Main Trailer [HD]";"fZ_JOBCLF-I";2014;7.8;2.35;"Action|Adventure|Animation|Comedy|Family|Fantasy";1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Lara Croft: Tomb Raider";"Lara Croft Tomb Raider: The Cradle of Life (2003) Official Trailer #1 - Angelina Jolie Movie HD";"G4bhBabn-wU";2001;5.7;2.35;"Action|Adventure|Fantasy|Thriller";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"Lara Croft Tomb Raider: The Cradle of Life";"Lara Croft Tomb Raider: The Cradle of Life (2003) Official Trailer #1 - Angelina Jolie Movie HD";"G4bhBabn-wU";2003;5.5;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"Groundhog Day";"Groundhog Day ALL Day (2016) HD";"G6VBACoe4Io";1993;8.1;1.85;"Comedy|Fantasy|Romance";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"Into the Wild";"Into The Wild - Trailer";"g7ArZ7VD-QQ";2007;8.2;2.35;"Adventure|Biography|Drama";0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Paranormal Activity";"Paranormal Activity 4 Official Trailer #2 (2012) Horror Movie HD";"g7Xn2JqH5ng";2007;6.3;1.85;"Horror";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"The Dark Knight Rises";"The Dark Knight Rises - Official Trailer #3 [HD]";"g8evyE9TuYk";2012;8.5;2.35;"Action|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"Halloween";"Boo! A Madea Halloween Official Trailer 1 (2016) - Tyler Perry Movie";"G9-VHtJvPNs";1978;7.9;2.35;"Horror|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"Army of Darkness";"Army of Darkness Trailer";"gasZjgyMxeg";1992;7.6;1.85;"Comedy|Fantasy|Horror";0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"The Hours";"The Hours - Trailer";"gbc7jtmuOJM";2002;7.6;1.85;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"About Schmidt";"About Schmidt (2002) Official Trailer - Jack Nicholson, Kathy Bates Movie HD";"G-dafG40eGU";2002;7.2;1.85;"Comedy|Drama";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Dredd";"Dredd 3D Official Trailer #1 (2012) - Karl Urban Movie HD";"G-eI5oLlIeY";2012;7.1;2.35;"Action|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Ocean's Eleven";"Ocean's 11 (1960) Official Trailer - Frank Sinatra, Sammy Davis Jr. Heist Movie HD";"gfEpqaNth1A";2001;7.8;2.35;"Crime|Thriller";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"The Bridge on the River Kwai";"The Bridge On The River Kwai Trailer 1957";"Gh2eEmgF2W0";1957;8.2;2.35;"Adventure|Drama|War";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"The Mortal Instruments: City of Bones";"The Mortal Instruments: City of Bones Official Trailer #2 (2013) - Lily Collins Movie HD";"GHlwRsl2uFk";2013;6;2.35;"Fantasy|Horror|Mystery|Romance";0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0
"Analyze This";"Analyze This Trailer 1999";"-ghX3NJp2qw";1999;6.7;1.85;"Comedy|Crime";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"A.I. Artificial Intelligence";"Morgan | IBM Creates First Movie Trailer by AI [HD] | 20th Century FOX";"gJEzuYynaiw";2001;7.1;1.85;"Adventure|Drama|Sci-Fi";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"Scary Movie 3";"The Purge: Election Year Official Trailer #1 (2016) -  Elizabeth Mitchell, Frank Grillo Movie HD";"gJIr1Xl1V7c";2003;5.5;1.85;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Shakespeare in Love";"Shakespeare in Love Official Trailer #1 - Tom Wilkinson Movie (1998) HD";"gk1rTKB6ZF8";1998;7.2;2.35;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Chronicle";"Chronicle Official Final Teaser - Superhero Movie (2012) HD";"_goQw4FhimQ";2012;7.1;1.85;"Drama|Sci-Fi|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
"The Machinist";"Mechanic: Resurrection Official Trailer #1 (2016) - Jason Statham, Jessica Alba Movie HD";"G-P3f_wDXvs";2004;7.7;2.35;"Drama|Thriller";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Nightcrawler";"Nightcrawler Official Red Band Trailer #1 (2014) - Jake Gyllenhaal Movie HD";"GRdHmB-EH9o";2014;7.9;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Immortals";"Immortals (2011) Amazing New Trailer #3 - HD Movie";"GSmJ5UXtUnk";2011;6.1;1.85;"Action|Drama|Fantasy|Romance";1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
"Dark City";"Dark City (1998) Official Trailer - Jennifer Connelly, Kiefer Sutherland Sci-Fi Movie HD";"gt9HkO-cGGo";1998;7.7;2.35;"Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller";1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0
"The Blind Side";"The Blind Side (2009) Official Trailer - Sandra Bullock, Tim McGraw Movie HD";"gvqj_Tk_kuM";2009;7.7;1.85;"Biography|Drama|Sport";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"Elf";"Elf (2003) Official Trailer #1 - Will Ferrell, Zooey Deschanel Christmas Movie HD";"gW9wRNqQ_P8";2003;6.9;1.85;"Comedy|Family|Fantasy|Romance";0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
"The Terminal";"The Terminal - Trailer";"GZjC9dAvWuU";2004;7.3;1.85;"Comedy|Drama";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Babel";"Babel - Trailer";"gzrHrTVaqJs";2006;7.5;1.85;"Drama";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kung Fu Panda";"Kung Fu Panda 3 Official Trailer #3 (2016) - Jack Black, Angelina Jolie Animated Movie HD";"H-30B0cqh88";2008;7.6;2.35;"Action|Adventure|Animation|Comedy|Family";1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"Love & Other Drugs";"Love and Other Drugs | Trailer HD | 20th Century FOX";"h6w7Dh-QxzY";2010;6.7;1.85;"Comedy|Drama|Romance";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"The Adjustment Bureau";"The Adjustment Bureau - Trailer";"H78XCiJamXc";2011;7.1;1.85;"Romance|Sci-Fi|Thriller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
"Twister";"Twister (1996) Official Trailer #1 - Helen Hunt, Bill Paxton Movie";"HCIK_AN8Zn4";1996;6.3;2.35;"Action|Adventure|Drama|Thriller";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"Wall Street";"Wall Street: Money Never Sleeps | Official Trailer (HD) | 20th Century FOX";"HcMFA2SHES4";1987;7.4;1.85;"Crime|Drama";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fury";"Mad Max: Fury Road - Official Main Trailer [HD]";"hEJnMQG9ev8";2014;7.6;2.35;"Action|Drama|War";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"Mad Max";"Mad Max: Fury Road - Official Main Trailer [HD]";"hEJnMQG9ev8";1979;7;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Mad Max: Fury Road";"Mad Max: Fury Road - Official Main Trailer [HD]";"hEJnMQG9ev8";2015;8.1;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Pitch Perfect";"Pitch Perfect - Ultimate Sing-Off Trailer (2012) - Anna Kendrick Rebel Wilson Movie HD";"HGBxe1i3KHw";2012;7.2;1.85;"Comedy|Music|Romance";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"Platoon";"Platoon Official Trailer #1 - Charlie Sheen, Keith David Movie (1986) HD";"hGsyEkfjhQk";1986;8.1;1.85;"Drama|War";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"Unknown";"Complete Unknown Official Trailer 1 (2016) - Rachel Weisz Movie";"HhR74Y1uDr8";2011;6.9;2.35;"Action|Mystery|Thriller";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"Jay and Silent Bob Strike Back";"Jay and Silent Bob Strike Back (2001) Official Trailer # 1 - Kevin Smith HD";"HjDSFna_LXQ";2001;6.9;2.35;"Comedy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Devil";"Devil's Due Official Trailer #1 (2014) - Allison Miller, Zach Gilford Horror Movie HD";"hjo7iO6Ghtg";2010;6.3;2.35;"Horror|Mystery|Thriller";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
"Pirates of the Caribbean: At World's End";"Pirates of the Caribbean: At World's End (2007) Official Trailer #1 - Johnny Depp Movie HD";"HKSZtp_OGHY";2007;7.1;2.35;"Action|Adventure|Fantasy";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"The Matrix Revolutions";"The Matrix Revolutions (2003) Official Trailer #1 - Keanu Reeves Movie HD";"hMbexEPAOQI";2003;6.7;2.35;"Action|Sci-Fi";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"Hellboy";"Hellboy 2: The Golden Army (2008) Official Trailer #3 - Guillermo del Toro Movie";"HMWQEi8vvto";2004;6.8;1.85;"Action|Fantasy|Horror|Sci-Fi";1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
"Hellboy II: The Golden Army";"Hellboy 2: The Golden Army (2008) Official Trailer #3 - Guillermo del Toro Movie";"HMWQEi8vvto";2008;7;1.85;"Action|Adventure|Fantasy|Horror|Sci-Fi";1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
"Resident Evil: Apocalypse";"RESIDENT EVIL: RETRIBUTION (3D) - Official Trailer - In Theaters 9/14";"hoyMT-7wEqs";2004;6.2;2.35;"Action|Horror|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Resident Evil: Extinction";"RESIDENT EVIL: RETRIBUTION (3D) - Official Trailer - In Theaters 9/14";"hoyMT-7wEqs";2007;6.3;2.35;"Action|Horror|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"Resident Evil: Retribution";"RESIDENT EVIL: RETRIBUTION (3D) - Official Trailer - In Theaters 9/14";"hoyMT-7wEqs";2012;5.4;2.35;"Action|Horror|Sci-Fi|Thriller";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
"The Deer Hunter";"The Deer Hunter 1978 Movie";"hqIWPypW3fo";1978;8.2;2.35;"Drama|War";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"Tangled";"Tangled: Official Trailer 3";"hsJFEqOL1UI";2010;7.8;1.85;"Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance";0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0
"The Day After Tomorrow";"The Day After Tomorrow | #TBT Trailer | 20th Century FOX";"HUBDFoMNXzA";2004;6.4;2.35;"Action|Adventure|Sci-Fi|Thriller";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"Seven Pounds";"Seven Pounds - In Theaters 12.19.08";"hvu2F6t26hs";2008;7.7;2.35;"Drama|Romance";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"Hard Candy";"Hard Candy (2005) Official Trailer #1 - Patrick Wilson, Ellen Page Movie HD";"hvx0m2SeOSk";2005;7.1;2.35;"Crime|Drama|Thriller";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
